empty_cells,filled_cells,fill_ratio,empty_per_row_mean,empty_per_row_std,empty_per_row_min,empty_per_row_max,empty_per_col_mean,empty_per_col_std,empty_per_col_min,empty_per_col_max,empty_per_box_mean,empty_per_box_std,empty_per_box_min,empty_per_box_max,isolated_cells,givens_variance,digit_entropy,difficulty
37,44,0.5432098765432098,4.111111111111111,1.5234788000891208,2,7,4.111111111111111,1.3698697784375504,2,6,4.111111111111111,1.1967032904743342,2,6,4,1.432098765432099,3.1397903731103076,easy
44,37,0.4567901234567901,4.888888888888889,1.0999438818457405,3,6,4.888888888888889,1.286204100310025,3,7,4.888888888888889,1.4487116456005886,2,7,10,2.0987654320987654,3.0264560701379506,medium
54,27,0.3333333333333333,6.0,1.247219128924647,4,8,6.0,0.816496580927726,5,7,6.0,1.1547005383792515,4,8,40,1.3333333333333333,3.01342268702814,hard
45,36,0.4444444444444444,5.0,1.0540925533894598,4,7,5.0,1.632993161855452,3,8,5.0,0.9428090415820634,4,7,17,0.8888888888888888,3.107735252622104,medium
48,33,0.4074074074074074,5.333333333333333,1.6996731711975948,3,8,5.333333333333333,0.816496580927726,4,7,5.333333333333333,1.1547005383792515,3,7,23,1.3333333333333335,3.069810499396933,medium
52,29,0.35802469135802467,5.777777777777778,0.7856742013183862,5,7,5.777777777777778,1.0304020550550783,4,7,5.777777777777778,1.8121673811444545,3,9,31,3.2839506172839505,3.0002464095783576,medium
42,39,0.48148148148148145,4.666666666666667,1.247219128924647,3,6,4.666666666666667,2.0548046676563256,2,7,4.666666666666667,1.4907119849998598,2,7,18,2.2222222222222223,3.0892806677918747,medium
58,23,0.2839506172839506,6.444444444444445,1.1653431646335017,5,8,6.444444444444445,1.4989708403591155,4,8,6.444444444444445,1.5713484026367723,4,8,50,2.4691358024691357,2.909674326545545,hard
33,48,0.5925925925925926,3.6666666666666665,1.632993161855452,2,8,3.6666666666666665,0.6666666666666666,3,5,3.6666666666666665,1.1547005383792515,2,6,4,1.333333333333333,3.1472597738316876,easy
57,24,0.2962962962962963,6.333333333333333,1.0540925533894596,5,8,6.333333333333333,0.9428090415820634,5,8,6.333333333333333,1.247219128924647,4,7,48,1.5555555555555556,3.0220552088742,hard
55,26,0.32098765432098764,6.111111111111111,1.7916128329552332,3,8,6.111111111111111,0.8748897637790901,5,7,6.111111111111111,1.9116278371205837,3,9,44,3.654320987654321,2.954898257169779,hard
51,30,0.37037037037037035,5.666666666666667,1.3333333333333333,3,8,5.666666666666667,1.247219128924647,4,8,5.666666666666667,1.4907119849998598,3,7,30,2.2222222222222223,3.0607546627667133,medium
36,45,0.5555555555555556,4.0,1.247219128924647,2,6,4.0,1.1547005383792515,2,6,4.0,1.0540925533894598,3,6,1,1.1111111111111112,3.1451903995190653,easy
33,48,0.5925925925925926,3.6666666666666665,1.3333333333333333,2,6,3.6666666666666665,1.4907119849998598,2,7,3.6666666666666665,1.1547005383792515,2,5,3,1.3333333333333333,3.0756818345987718,easy
40,41,0.5061728395061729,4.444444444444445,1.2570787221094177,2,6,4.444444444444445,1.7708197167232473,2,7,4.444444444444445,1.3425606637327303,2,6,8,1.8024691358024691,3.111453313102218,easy
39,42,0.5185185185185185,4.333333333333333,1.0540925533894596,3,6,4.333333333333333,1.1547005383792515,2,6,4.333333333333333,1.6329931618554518,1,7,1,2.666666666666666,3.0333315556448603,easy
52,29,0.35802469135802467,5.777777777777778,1.6850834320114558,3,9,5.777777777777778,0.9162456945817024,4,7,5.777777777777778,1.617802197617893,3,8,31,2.617283950617284,3.0523076166241143,medium
56,25,0.30864197530864196,6.222222222222222,1.3966450099973928,4,8,6.222222222222222,1.0304020550550783,5,8,6.222222222222222,1.3966450099973926,4,9,48,1.950617283950617,3.0438561897747247,hard
35,46,0.5679012345679012,3.888888888888889,1.4487116456005886,2,7,3.888888888888889,1.3698697784375504,2,7,3.888888888888889,0.7370277311900889,3,5,3,0.5432098765432098,3.1173218061861303,easy
50,31,0.38271604938271603,5.555555555555555,1.4229164972072998,3,8,5.555555555555555,1.640535895581489,3,8,5.555555555555555,1.2570787221094177,3,8,29,1.5802469135802468,3.0840618442243883,medium
52,29,0.35802469135802467,5.777777777777778,1.1331154474650633,4,7,5.777777777777778,1.227262335243029,4,8,5.777777777777778,1.314684396244359,4,8,32,1.7283950617283952,3.0431813232968588,medium
44,37,0.4567901234567901,4.888888888888889,1.1967032904743342,3,7,4.888888888888889,1.1967032904743342,3,7,4.888888888888889,1.1967032904743342,3,6,9,1.432098765432099,3.023133014559191,medium
46,35,0.43209876543209874,5.111111111111111,1.3698697784375504,3,7,5.111111111111111,2.1829869671542776,2,9,5.111111111111111,1.3698697784375504,3,7,23,1.8765432098765433,3.1091908911096047,medium
56,25,0.30864197530864196,6.222222222222222,1.547598697464902,4,8,6.222222222222222,0.9162456945817024,5,8,6.222222222222222,0.9162456945817024,5,8,44,0.8395061728395062,3.014693951646702,hard
40,41,0.5061728395061729,4.444444444444445,1.7708197167232473,2,7,4.444444444444445,1.0657403385139377,3,7,4.444444444444445,1.5713484026367723,2,7,6,2.4691358024691357,3.0944565811017304,easy
37,44,0.5432098765432098,4.111111111111111,1.9688939051854832,2,7,4.111111111111111,1.1967032904743342,2,6,4.111111111111111,0.9938079899999066,3,6,9,0.9876543209876544,3.1199839602384905,easy
58,23,0.2839506172839506,6.444444444444445,1.1653431646335017,5,9,6.444444444444445,1.1653431646335017,4,8,6.444444444444445,1.3425606637327303,5,9,51,1.8024691358024691,2.9309884567922,hard
45,36,0.4444444444444444,5.0,1.3333333333333333,3,7,5.0,1.7638342073763937,1,7,5.0,1.3333333333333333,3,7,18,1.7777777777777777,3.0328223078437704,medium
53,28,0.345679012345679,5.888888888888889,1.0999438818457405,4,8,5.888888888888889,1.9116278371205837,3,9,5.888888888888889,1.7916128329552332,3,9,39,3.2098765432098766,3.053090083530327,hard
44,37,0.4567901234567901,4.888888888888889,1.7916128329552332,2,8,4.888888888888889,1.1967032904743342,3,7,4.888888888888889,1.7916128329552332,2,8,16,3.209876543209876,3.047556585033258,medium
50,31,0.38271604938271603,5.555555555555555,1.640535895581489,2,8,5.555555555555555,1.1653431646335017,3,7,5.555555555555555,1.2570787221094177,3,8,32,1.5802469135802468,3.043896924939339,medium
60,21,0.25925925925925924,6.666666666666667,1.1547005383792515,5,8,6.666666666666667,1.3333333333333333,5,8,6.666666666666667,1.1547005383792515,5,9,55,1.3333333333333335,3.105672184271433,hard
47,34,0.41975308641975306,5.222222222222222,1.0304020550550783,4,7,5.222222222222222,1.227262335243029,4,8,5.222222222222222,1.314684396244359,4,8,15,1.7283950617283952,3.094856783548738,medium
55,26,0.32098765432098764,6.111111111111111,1.4487116456005886,4,8,6.111111111111111,0.8748897637790901,4,7,6.111111111111111,1.2862041003100249,5,9,42,1.6543209876543208,3.06085546879145,hard
62,19,0.2345679012345679,6.888888888888889,0.8748897637790901,6,8,6.888888888888889,1.0999438818457405,6,9,6.888888888888889,0.9938079899999066,6,9,62,0.9876543209876544,2.7742433029172697,hard
51,30,0.37037037037037035,5.666666666666667,1.0540925533894596,4,7,5.666666666666667,2.494438257849294,1,8,5.666666666666667,1.6996731711975948,3,8,41,2.8888888888888893,3.0989295636909353,medium
30,51,0.6296296296296297,3.3333333333333335,1.2472191289246473,1,6,3.3333333333333335,1.4907119849998598,1,6,3.3333333333333335,1.1547005383792515,2,5,1,1.333333333333333,3.135168667142914,easy
56,25,0.30864197530864196,6.222222222222222,1.3966450099973928,4,8,6.222222222222222,1.0304020550550783,5,8,6.222222222222222,1.1331154474650633,5,8,45,1.2839506172839508,2.938688570451097,hard
40,41,0.5061728395061729,4.444444444444445,1.5713484026367723,3,8,4.444444444444445,0.9558139185602919,3,6,4.444444444444445,1.4989708403591155,2,6,9,2.2469135802469133,3.0924783109444696,easy
63,18,0.2222222222222222,7.0,1.1547005383792515,5,9,7.0,1.4142135623730951,5,9,7.0,1.247219128924647,5,9,61,1.5555555555555556,2.974937501201927,hard
58,23,0.2839506172839506,6.444444444444445,1.640535895581489,4,9,6.444444444444445,1.0657403385139377,5,8,6.444444444444445,1.0657403385139377,5,8,50,1.1358024691358024,3.0666152167384504,hard
46,35,0.43209876543209874,5.111111111111111,1.3698697784375504,3,7,5.111111111111111,1.7916128329552332,2,7,5.111111111111111,1.7284832429004495,2,7,23,2.9876543209876547,3.0565590899739856,medium
57,24,0.2962962962962963,6.333333333333333,0.9428090415820634,5,8,6.333333333333333,1.8257418583505536,4,9,6.333333333333333,1.247219128924647,4,8,46,1.5555555555555556,2.9906015629507228,hard
41,40,0.49382716049382713,4.555555555555555,1.4989708403591155,2,7,4.555555555555555,0.9558139185602919,3,6,4.555555555555555,1.3425606637327303,3,7,6,1.8024691358024691,3.0533013852822606,medium
46,35,0.43209876543209874,5.111111111111111,1.852592444503674,2,8,5.111111111111111,0.9938079899999066,3,6,5.111111111111111,1.2862041003100249,4,8,23,1.654320987654321,3.119605976155327,medium
34,47,0.5802469135802469,3.7777777777777777,1.1331154474650633,2,5,3.7777777777777777,1.227262335243029,1,5,3.7777777777777777,0.9162456945817024,2,5,0,0.8395061728395062,3.1096980980481774,easy
51,30,0.37037037037037035,5.666666666666667,1.9436506316151,2,9,5.666666666666667,1.247219128924647,4,8,5.666666666666667,1.5634719199411433,3,9,34,2.4444444444444446,2.857425813763051,medium
31,50,0.6172839506172839,3.4444444444444446,1.2570787221094177,2,6,3.4444444444444446,1.9499920860871383,1,8,3.4444444444444446,1.1653431646335017,2,5,3,1.3580246913580245,3.1126291922749685,easy
40,41,0.5061728395061729,4.444444444444445,1.892154040658489,1,7,4.444444444444445,0.9558139185602919,2,5,4.444444444444445,1.1653431646335017,3,6,5,1.3580246913580245,3.0651085684707517,easy
57,24,0.2962962962962963,6.333333333333333,1.5634719199411433,3,8,6.333333333333333,0.9428090415820634,5,8,6.333333333333333,1.4907119849998598,5,9,48,2.2222222222222223,3.1053885422075336,hard
44,37,0.4567901234567901,4.888888888888889,1.9116278371205837,1,7,4.888888888888889,0.8748897637790902,4,7,4.888888888888889,1.9688939051854832,1,9,12,3.8765432098765427,3.1383941633832557,medium
46,35,0.43209876543209874,5.111111111111111,1.6629588385661962,1,7,5.111111111111111,1.1967032904743342,3,6,5.111111111111111,1.3698697784375504,2,7,20,1.8765432098765433,3.0653164181584662,medium
55,26,0.32098765432098764,6.111111111111111,0.8748897637790901,5,8,6.111111111111111,1.3698697784375504,3,8,6.111111111111111,1.3698697784375504,4,8,45,1.8765432098765433,3.074875775583769,hard
47,34,0.41975308641975306,5.222222222222222,1.0304020550550783,3,6,5.222222222222222,1.617802197617893,2,7,5.222222222222222,1.6850834320114558,3,8,21,2.839506172839507,3.1199965768508955,medium
32,49,0.6049382716049383,3.5555555555555554,1.7069212773041353,1,7,3.5555555555555554,1.7069212773041351,1,6,3.5555555555555554,1.9499920860871383,1,8,4,3.802469135802469,3.138010937252122,easy
54,27,0.3333333333333333,6.0,1.3333333333333333,4,8,6.0,0.9428090415820634,4,7,6.0,0.6666666666666666,5,7,39,0.4444444444444444,2.935649891838885,hard
33,48,0.5925925925925926,3.6666666666666665,2.0548046676563256,0,6,3.6666666666666665,1.1547005383792517,2,6,3.6666666666666665,0.816496580927726,2,5,2,0.6666666666666666,3.133613481497238,easy
36,45,0.5555555555555556,4.0,2.309401076758503,1,8,4.0,0.816496580927726,3,6,4.0,1.1547005383792515,2,6,7,1.3333333333333333,3.1206703317910605,easy
60,21,0.25925925925925924,6.666666666666667,1.1547005383792515,5,8,6.666666666666667,1.4907119849998598,5,9,6.666666666666667,1.5634719199411433,3,9,54,2.4444444444444446,2.701375755906049,hard
37,44,0.5432098765432098,4.111111111111111,1.5947444549341472,1,6,4.111111111111111,1.1967032904743342,3,7,4.111111111111111,1.0999438818457405,3,6,4,1.2098765432098766,3.1199839602384905,easy
42,39,0.48148148148148145,4.666666666666667,1.3333333333333333,3,7,4.666666666666667,0.9428090415820634,3,6,4.666666666666667,0.8164965809277259,3,6,9,0.6666666666666665,3.1186459761951224,medium
45,36,0.4444444444444444,5.0,1.3333333333333333,2,6,5.0,1.5634719199411433,2,7,5.0,1.1547005383792515,4,7,15,1.3333333333333333,3.0839921145034,medium
47,34,0.41975308641975306,5.222222222222222,1.314684396244359,3,7,5.222222222222222,1.547598697464902,3,8,5.222222222222222,1.4740554623801778,3,7,20,2.17283950617284,3.149983341811304,medium
45,36,0.4444444444444444,5.0,2.211083193570267,2,9,5.0,1.3333333333333333,3,7,5.0,1.4142135623730951,2,7,23,2.0,3.1314783907408077,medium
43,38,0.4691358024691358,4.777777777777778,1.547598697464902,2,7,4.777777777777778,1.8121673811444545,2,7,4.777777777777778,1.4740554623801778,2,7,19,2.17283950617284,3.023471592049354,medium
61,20,0.24691358024691357,6.777777777777778,1.314684396244359,4,9,6.777777777777778,1.1331154474650633,5,9,6.777777777777778,1.0304020550550783,5,8,57,1.0617283950617284,2.908694969562842,hard
64,17,0.20987654320987653,7.111111111111111,1.3698697784375504,4,9,7.111111111111111,1.4487116456005886,4,9,7.111111111111111,1.3698697784375504,5,9,63,1.8765432098765433,2.866587105828959,hard
56,25,0.30864197530864196,6.222222222222222,1.4740554623801778,4,8,6.222222222222222,1.3966450099973928,4,8,6.222222222222222,1.6850834320114558,3,8,46,2.8395061728395063,2.9336606896881863,hard
50,31,0.38271604938271603,5.555555555555555,1.0657403385139377,4,7,5.555555555555555,1.1653431646335017,3,7,5.555555555555555,1.4229164972072998,4,8,28,2.0246913580246915,3.043896924939339,medium
46,35,0.43209876543209874,5.111111111111111,0.9938079899999066,3,6,5.111111111111111,1.5947444549341472,3,8,5.111111111111111,1.594744454934147,2,7,19,2.54320987654321,3.036846063234191,medium
53,28,0.345679012345679,5.888888888888889,0.7370277311900888,5,7,5.888888888888889,1.5947444549341472,3,8,5.888888888888889,1.286204100310025,4,7,39,1.654320987654321,2.9345491399952026,hard
32,49,0.6049382716049383,3.5555555555555554,1.4229164972072998,1,6,3.5555555555555554,0.8314794192830981,2,5,3.5555555555555554,1.1653431646335017,1,5,0,1.3580246913580245,3.142231469813764,easy
36,45,0.5555555555555556,4.0,1.9436506316151,1,7,4.0,1.632993161855452,2,8,4.0,1.247219128924647,2,6,6,1.5555555555555556,3.0933606653986274,easy
40,41,0.5061728395061729,4.444444444444445,0.9558139185602919,3,6,4.444444444444445,1.0657403385139377,3,6,4.444444444444445,0.9558139185602919,3,6,3,0.9135802469135802,3.0456760932968523,easy
36,45,0.5555555555555556,4.0,1.7638342073763937,1,6,4.0,1.1547005383792515,2,6,4.0,2.1081851067789197,1,8,2,4.444444444444445,3.1225337326600906,easy
35,46,0.5679012345679012,3.888888888888889,1.3698697784375504,2,6,3.888888888888889,0.8748897637790901,3,5,3.888888888888889,1.5234788000891208,2,6,0,2.3209876543209877,3.128888523047858,easy
43,38,0.4691358024691358,4.777777777777778,1.8724777273725242,2,8,4.777777777777778,1.0304020550550783,3,6,4.777777777777778,1.8121673811444545,3,9,14,3.283950617283951,3.0177941349118997,medium
30,51,0.6296296296296297,3.3333333333333335,1.4142135623730951,1,6,3.3333333333333335,1.247219128924647,1,5,3.3333333333333335,1.4907119849998598,2,6,0,2.2222222222222223,3.135168667142914,easy
55,26,0.32098765432098764,6.111111111111111,1.4487116456005886,4,8,6.111111111111111,1.1967032904743342,4,8,6.111111111111111,1.1967032904743342,4,8,41,1.432098765432099,3.0420006612655635,hard
57,24,0.2962962962962963,6.333333333333333,1.4907119849998596,4,9,6.333333333333333,0.9428090415820634,5,8,6.333333333333333,1.1547005383792515,5,9,48,1.3333333333333333,2.9712518360044657,hard
30,51,0.6296296296296297,3.3333333333333335,1.1547005383792517,1,5,3.3333333333333335,0.816496580927726,2,4,3.3333333333333335,0.9428090415820634,2,5,0,0.8888888888888888,3.1344869254828023,easy
30,51,0.6296296296296297,3.3333333333333335,0.9428090415820634,2,5,3.3333333333333335,0.9428090415820634,1,4,3.3333333333333335,1.4907119849998598,1,6,0,2.2222222222222223,3.1055652356855235,easy
37,44,0.5432098765432098,4.111111111111111,1.5947444549341472,2,7,4.111111111111111,1.6629588385661962,2,8,4.111111111111111,1.9688939051854835,1,7,7,3.8765432098765435,3.111699233497575,easy
40,41,0.5061728395061729,4.444444444444445,0.8314794192830981,3,6,4.444444444444445,1.3425606637327303,3,7,4.444444444444445,1.5713484026367723,2,7,3,2.4691358024691357,3.09547716597896,easy
56,25,0.30864197530864196,6.222222222222222,1.4740554623801778,4,9,6.222222222222222,1.227262335243029,5,9,6.222222222222222,1.1331154474650633,4,8,44,1.2839506172839508,3.132878689342031,hard
63,18,0.2222222222222222,7.0,1.3333333333333333,4,9,7.0,0.9428090415820634,6,8,7.0,1.1547005383792515,5,9,61,1.3333333333333333,2.7107770844150676,hard
40,41,0.5061728395061729,4.444444444444445,1.640535895581489,1,7,4.444444444444445,1.0657403385139377,3,6,4.444444444444445,1.3425606637327303,2,6,6,1.8024691358024691,2.9351378255983285,easy
53,28,0.345679012345679,5.888888888888889,1.1967032904743342,4,8,5.888888888888889,0.9938079899999066,4,8,5.888888888888889,1.286204100310025,4,8,36,1.654320987654321,2.9313076001654323,hard
46,35,0.43209876543209874,5.111111111111111,1.4487116456005886,2,7,5.111111111111111,1.286204100310025,3,7,5.111111111111111,1.286204100310025,3,7,19,1.6543209876543208,3.068169717304463,medium
55,26,0.32098765432098764,6.111111111111111,1.3698697784375504,5,9,6.111111111111111,1.3698697784375504,5,8,6.111111111111111,1.1967032904743342,4,8,36,1.432098765432099,2.9941117190410815,hard
39,42,0.5185185185185185,4.333333333333333,1.247219128924647,3,7,4.333333333333333,2.160246899469287,2,8,4.333333333333333,1.4907119849998596,2,6,11,2.222222222222222,3.091241162919374,easy
51,30,0.37037037037037035,5.666666666666667,1.247219128924647,4,8,5.666666666666667,2.0,3,8,5.666666666666667,1.247219128924647,4,8,36,1.5555555555555556,3.0729055953200564,medium
64,17,0.20987654320987653,7.111111111111111,1.3698697784375504,5,9,7.111111111111111,0.9938079899999066,6,9,7.111111111111111,0.8748897637790901,6,9,63,0.7654320987654322,2.866587105828959,hard
49,32,0.3950617283950617,5.444444444444445,0.9558139185602919,4,7,5.444444444444445,1.3425606637327303,4,8,5.444444444444445,0.6849348892187751,5,7,24,0.4691358024691357,3.1289280318460246,medium
31,50,0.6172839506172839,3.4444444444444446,1.3425606637327303,2,6,3.4444444444444446,1.4989708403591155,1,6,3.4444444444444446,2.006163342807532,1,7,1,4.0246913580246915,3.137993193957784,easy
40,41,0.5061728395061729,4.444444444444445,1.0657403385139377,3,7,4.444444444444445,1.5713484026367723,2,7,4.444444444444445,1.7708197167232476,1,7,5,3.1358024691358026,3.0491324213474935,easy
38,43,0.5308641975308642,4.222222222222222,1.3966450099973928,2,7,4.222222222222222,1.4740554623801776,2,7,4.222222222222222,1.314684396244359,2,6,5,1.7283950617283952,3.0766005119193682,easy
35,46,0.5679012345679012,3.888888888888889,2.557969874049186,0,8,3.888888888888889,0.7370277311900889,3,5,3.888888888888889,1.9116278371205837,1,7,7,3.654320987654321,3.143128132440327,easy
41,40,0.49382716049382713,4.555555555555555,1.7708197167232473,2,7,4.555555555555555,1.4229164972072998,2,7,4.555555555555555,1.7708197167232476,2,8,11,3.1358024691358026,3.105798022035007,medium
56,25,0.30864197530864196,6.222222222222222,1.314684396244359,4,8,6.222222222222222,0.9162456945817024,5,7,6.222222222222222,1.0304020550550783,4,8,47,1.0617283950617287,2.899470570797252,hard
49,32,0.3950617283950617,5.444444444444445,1.8324913891634047,2,8,5.444444444444445,2.165954298846436,3,9,5.444444444444445,1.5713484026367723,3,8,28,2.4691358024691357,3.0542292966721747,medium
58,23,0.2839506172839506,6.444444444444445,0.8314794192830981,5,7,6.444444444444445,1.0657403385139377,4,8,6.444444444444445,1.7069212773041351,3,8,53,2.9135802469135803,2.9966308482846764,hard
60,21,0.25925925925925924,6.666666666666667,1.699673171197595,3,9,6.666666666666667,0.816496580927726,5,8,6.666666666666667,0.816496580927726,6,8,56,0.6666666666666666,2.9151959937952423,hard
52,29,0.35802469135802467,5.777777777777778,1.1331154474650633,4,7,5.777777777777778,0.9162456945817024,5,7,5.777777777777778,1.6178021976178931,3,9,33,2.6172839506172845,2.9187109621093827,medium
51,30,0.37037037037037035,5.666666666666667,2.1081851067789197,1,8,5.666666666666667,1.3333333333333333,3,7,5.666666666666667,1.4907119849998596,4,9,37,2.2222222222222223,3.035591746027931,medium
35,46,0.5679012345679012,3.888888888888889,1.5947444549341472,1,7,3.888888888888889,1.7284832429004495,1,6,3.888888888888889,1.9116278371205837,1,7,3,3.654320987654321,3.154694849302055,easy
49,32,0.3950617283950617,5.444444444444445,1.5713484026367723,3,8,5.444444444444445,0.6849348892187751,4,6,5.444444444444445,1.0657403385139377,3,7,26,1.1358024691358024,2.9453560636920493,medium
36,45,0.5555555555555556,4.0,0.816496580927726,3,6,4.0,1.5634719199411433,2,7,4.0,1.0540925533894598,2,5,2,1.1111111111111112,3.0489162209541827,easy
45,36,0.4444444444444444,5.0,1.247219128924647,3,7,5.0,0.816496580927726,4,6,5.0,1.1547005383792515,3,6,11,1.3333333333333333,3.12942189293117,medium
38,43,0.5308641975308642,4.222222222222222,0.7856742013183862,3,5,4.222222222222222,1.617802197617893,2,7,4.222222222222222,1.0304020550550783,3,6,4,1.0617283950617284,3.1231121398263446,easy
31,50,0.6172839506172839,3.4444444444444446,0.8314794192830981,2,5,3.4444444444444446,1.4989708403591155,2,6,3.4444444444444446,1.0657403385139377,2,5,0,1.1358024691358024,3.1313980109190918,easy
35,46,0.5679012345679012,3.888888888888889,1.3698697784375504,2,6,3.888888888888889,1.1967032904743342,2,6,3.888888888888889,0.8748897637790901,2,5,2,0.7654320987654322,3.1404552399095853,easy
57,24,0.2962962962962963,6.333333333333333,0.8164965809277259,5,8,6.333333333333333,1.0540925533894596,4,8,6.333333333333333,0.816496580927726,5,7,52,0.6666666666666666,2.9235332098491886,hard
48,33,0.4074074074074074,5.333333333333333,1.1547005383792515,4,7,5.333333333333333,1.8257418583505538,1,7,5.333333333333333,1.6996731711975948,3,8,25,2.8888888888888893,3.1206382570746953,medium
37,44,0.5432098765432098,4.111111111111111,1.852592444503674,2,8,4.111111111111111,1.0999438818457405,3,6,4.111111111111111,1.286204100310025,2,6,6,1.654320987654321,3.1128110320263738,easy
36,45,0.5555555555555556,4.0,1.4907119849998598,2,7,4.0,2.260776661041756,1,9,4.0,1.8257418583505538,2,8,10,3.3333333333333335,3.1241789309078007,easy
33,48,0.5925925925925926,3.6666666666666665,0.9428090415820634,2,5,3.6666666666666665,0.816496580927726,3,5,3.6666666666666665,1.1547005383792515,2,5,0,1.333333333333333,3.08429531609601,easy
62,19,0.2345679012345679,6.888888888888889,1.286204100310025,4,9,6.888888888888889,1.0999438818457405,5,9,6.888888888888889,0.8748897637790901,6,8,59,0.7654320987654322,2.965583935727781,hard
64,17,0.20987654320987653,7.111111111111111,1.2862041003100249,4,8,7.111111111111111,1.0999438818457405,5,8,7.111111111111111,1.0999438818457405,5,9,62,1.2098765432098766,2.6542553132150295,hard
52,29,0.35802469135802467,5.777777777777778,1.314684396244359,3,8,5.777777777777778,0.9162456945817024,5,8,5.777777777777778,1.4740554623801778,3,8,32,2.17283950617284,3.0952425303426154,medium
49,32,0.3950617283950617,5.444444444444445,1.3425606637327303,4,8,5.444444444444445,1.2570787221094177,3,7,5.444444444444445,1.4989708403591155,3,9,24,2.2469135802469133,3.069548827786958,medium
35,46,0.5679012345679012,3.888888888888889,1.5947444549341472,1,7,3.888888888888889,0.8748897637790901,3,5,3.888888888888889,0.9938079899999066,2,5,3,0.9876543209876544,3.128888523047858,easy
35,46,0.5679012345679012,3.888888888888889,0.8748897637790901,2,5,3.888888888888889,1.3698697784375504,2,6,3.888888888888889,1.0999438818457405,2,5,0,1.2098765432098766,3.099649871570762,easy
34,47,0.5802469135802469,3.7777777777777777,1.6850834320114556,2,8,3.7777777777777777,0.6285393610547089,3,5,3.7777777777777777,1.6850834320114558,2,7,5,2.8395061728395063,3.1245250344741353,easy
35,46,0.5679012345679012,3.888888888888889,1.286204100310025,2,6,3.888888888888889,1.4487116456005886,2,6,3.888888888888889,1.1967032904743342,2,6,1,1.432098765432099,3.035268816820536,easy
63,18,0.2222222222222222,7.0,0.6666666666666666,6,8,7.0,0.816496580927726,6,8,7.0,0.816496580927726,6,8,63,0.6666666666666666,2.8910611120726526,hard
31,50,0.6172839506172839,3.4444444444444446,0.8314794192830981,2,5,3.4444444444444446,1.4229164972072998,1,6,3.4444444444444446,0.6849348892187751,2,4,0,0.4691358024691357,3.148634573470573,easy
64,17,0.20987654320987653,7.111111111111111,0.7370277311900888,6,8,7.111111111111111,0.9938079899999066,5,8,7.111111111111111,1.1967032904743342,5,9,64,1.432098765432099,2.698660460401115,hard
51,30,0.37037037037037035,5.666666666666667,1.8257418583505538,3,8,5.666666666666667,1.1547005383792515,4,8,5.666666666666667,1.4142135623730951,4,8,37,2.0,3.003771131281824,medium
43,38,0.4691358024691358,4.777777777777778,1.0304020550550783,3,6,4.777777777777778,1.3966450099973928,2,6,4.777777777777778,1.9309052441091963,1,7,10,3.728395061728395,3.1191419084546093,medium
56,25,0.30864197530864196,6.222222222222222,1.1331154474650633,4,8,6.222222222222222,0.7856742013183862,5,7,6.222222222222222,1.4740554623801778,4,8,45,2.17283950617284,3.0684930703645583,hard
57,24,0.2962962962962963,6.333333333333333,1.0540925533894598,4,8,6.333333333333333,1.247219128924647,4,8,6.333333333333333,1.1547005383792515,5,9,50,1.3333333333333335,2.871653522439333,hard
31,50,0.6172839506172839,3.4444444444444446,1.4229164972072998,1,5,3.4444444444444446,1.4989708403591155,0,5,3.4444444444444446,1.1653431646335017,1,5,0,1.3580246913580245,3.138688570451097,easy
30,51,0.6296296296296297,3.3333333333333335,1.1547005383792515,2,6,3.3333333333333335,1.0540925533894598,1,5,3.3333333333333335,0.9428090415820634,2,5,0,0.8888888888888888,3.126380119367755,easy
30,51,0.6296296296296297,3.3333333333333335,1.0540925533894598,2,5,3.3333333333333335,1.49071198499986,1,6,3.3333333333333335,1.247219128924647,1,5,0,1.5555555555555554,3.0967734510638243,easy
54,27,0.3333333333333333,6.0,1.8856180831641267,3,9,6.0,1.0540925533894598,4,7,6.0,2.260776661041756,2,9,38,5.111111111111111,3.0776944460470133,hard
33,48,0.5925925925925926,3.6666666666666665,0.6666666666666666,3,5,3.6666666666666665,1.8257418583505538,1,6,3.6666666666666665,0.816496580927726,2,5,0,0.6666666666666665,3.141207814343077,easy
47,34,0.41975308641975306,5.222222222222222,1.1331154474650633,3,7,5.222222222222222,1.617802197617893,2,8,5.222222222222222,1.617802197617893,3,8,20,2.617283950617284,3.03309603442786,medium
43,38,0.4691358024691358,4.777777777777778,1.617802197617893,3,8,4.777777777777778,1.547598697464902,3,8,4.777777777777778,1.1331154474650633,3,7,14,1.2839506172839508,3.091392331810054,medium
40,41,0.5061728395061729,4.444444444444445,1.4229164972072998,2,6,4.444444444444445,1.4989708403591155,2,7,4.444444444444445,2.114033065604494,2,9,5,4.469135802469135,3.102562386843675,easy
51,30,0.37037037037037035,5.666666666666667,1.3333333333333333,3,7,5.666666666666667,0.9428090415820634,4,7,5.666666666666667,1.0540925533894598,4,8,32,1.1111111111111112,3.0729055953200564,medium
44,37,0.4567901234567901,4.888888888888889,1.4487116456005886,3,7,4.888888888888889,1.7916128329552332,2,8,4.888888888888889,0.9938079899999066,3,6,16,0.9876543209876544,3.071788935093792,medium
35,46,0.5679012345679012,3.888888888888889,1.1967032904743342,2,6,3.888888888888889,1.7284832429004493,1,7,3.888888888888889,1.852592444503674,1,7,3,3.4320987654320985,3.1103069366940894,easy
